id	ko	ja	pos	pos_tag	lemma
1756	우주	宇宙	Noun	NNG	우주
1757	우주여행	宇宙旅行	Noun	NNG	우주
1758	우편	郵便	Noun	NNG	우편
1759	우편물	郵便物	Noun	NNG	우편물
1760	우편배달	郵便配達	Noun	NNG	우편
1761	운	運	Noun	NNG	운
1762	운명	運命	Noun	NNG	운명
1763	운전기사	運転手	Noun	NNG	운전기사
1764	운전면허	運転免許証	Noun	NNG	운전면허
1765	운전자	ドライバー	Noun	NNG	운전자
1766	울보	泣き虫	Noun	NNG	울보
1767	울음	泣くこと	Noun	NNG	울음
1768	웃어른	目上の人	Noun	NNG	웃어른
1769	웃음	笑い	Noun	NNG	웃음
1770	워낙	あまりにも、何しろ	Adverb	MAG	워낙
1771	원고	原稿	Noun	NNG	원고
1772	원래	元 々	Adverb	MAG	원래
1773	원룸	ワンルーム	Noun	NNG	원룸
1774	원리	原理	Noun	NNG	원리
1775	원서	願書	Noun	NNG	원서
1776	원숭이	サル	Noun	NNG	원숭이
1777	원인	原因	Noun	NNG	원인
1778	월말	月末	Noun	NNG	월말
1779	웨딩드레스	ウェディングドレス	Noun	NNG	웨딩드레스
1780	위대하다	偉大だ	XR	XR	위대
1781	위로	慰労	Noun	NNG	위
1782	위반	違反	Noun	NNG	위반
1783	윗사람	目上の人	Noun	NNG	윗사람
1784	유난히	ひときわ、際立って、とりわけ	Adverb	MAG	유난히
1785	유니폼	ユニフォーム	Noun	NNG	유니폼
1786	유람선	遊覧船	Noun	NNG	유람선
1787	유료	有料	Noun	NNG	유료
1788	유리창	窓ガラス	Noun	NNG	유리창
1789	유머	ユーモア	Noun	NNG	유머
1790	유명	有名	Noun	NNG	유명
1791	유적지	遺跡地	Noun	NNG	유적지
1792	유창하다	流暢だ	XR	XR	유창
1793	유치원	幼稚園	Noun	NNG	유치원
1794	유쾌하다	愉快だ	XR	XR	유쾌
1795	유행어	流行語	Noun	NNG	유행어
1796	육식	肉食	Noun	NNG	육식
1797	육아	育児	Noun	NNG	육아
1798	윷놀이	韓国のすごろく	Noun	NNG	윷놀이
1799	은	銀	Noun	NNG	은
1800	은혜	恩恵、恵み	Noun	NNG	은혜
1801	음력	陰暦	Noun	NNG	음력
1802	음료	飲料、飲み物	Noun	NNG	음료
1803	음성	音声	Noun	NNG	음성
1804	음식물	食べ物、飲食物	Noun	NNG	음식물
1805	음식점	レストラン、食堂	Noun	NNG	음식점
1806	음악회	音楽会	Noun	NNG	음악회
1807	음주	飲酒	Noun	NNG	음주
1808	응급실	応急室	Noun	NNG	응급실
1809	응답	応答、回答	Noun	NNG	응답
1810	응답자	回答者、応答者	Noun	NNG	응답자
1811	응시자	受験者	Noun	NNG	응시자
1812	응원	応援	Noun	NNG	응원
1813	의견	意見	Noun	NNG	의견
1814	의논	相談、議論	Noun	NNG	의논
1815	의류	衣類	Noun	NNG	의류
1816	의무	義務	Noun	NNG	의무
1817	의문	疑問	Noun	NNG	의문
1818	의사소통	意思疎通	Noun	NNG	의사소통
1819	의상	衣装	Noun	NNG	의상
1820	의식주	衣食住	Noun	NNG	의식주
1821	의심	疑心、疑い	Noun	NNG	의심
1822	의외로	意外に	Adverb	MAG	의외로
1823	의욕	意欲	Noun	NNG	의욕
1824	의의	意義	Noun	NNG	의의
1825	의지	意志	Noun	NNG	의지
1826	의하다	依る、基づく	Noun	NNG	의
1827	의학	医学	Noun	NNG	의학
1828	의학적	医学的	Noun	NNG	의학
1829	이것저것	あれこれ	Noun	NNG	이것저것
1830	이국적	異国的	Noun	NNG	이국
1831	이기다	勝つ	Verb	VV	이기다
1832	이기적	利己的	Determiner	MM	이
1833	이끌다	引く、導く	Verb	VV	이끌다
1834	이내	すぐ	Noun	NNG	이내
1835	이다	～だ、である	Pronoun	NP	이
1836	이동	移動	Noun	NNG	이동
1837	이따	のちほど	Adverb	MAG	이따
1838	이때	この時	Noun	NNG	이때
1839	이러하다	こうだ	Adjective	VA	이러하다
1840	이런저런	あれこれ	Determiner	MM	이런
1841	이루다	成す、作り上げる	Adverb	MAG	이루
1842	이루어지다	構成される、形成される	Verb	VV	이루어지다
1843	이름나다	有名になる	Verb	VV	이름나다
1844	이름표	ネームタグ	Noun	NNG	이름표
1845	이리	こちらへ	Adverb	MAG	이리
1846	이리저리	あっちこっち	Adverb	MAG	이리저리
1847	이마	額	Noun	NNG	이마
1848	이만	これぐらいの、この程度の	Pronoun	NP	이
1849	이만큼	これくらい	Adverb	MAG	이만큼
1850	이미	すでに	Adverb	MAG	이미
1851	이미지	画像、イメージ	Noun	NNG	이미지
1852	이민	移民	Noun	NNG	이민
1853	이별	別れ	Noun	NNG	이별
1854	이불	布団	Noun	NNG	이불
1855	이비인후과	耳鼻咽喉科	Noun	NNG	이비인후과
1856	이삿짐	引っ越しの荷物	Noun	NNG	이삿짐
1857	이상형	好きなタイプ、理想のタイプ、理想の人	Noun	NNG	이상
1858	이성	理性	Noun	NNG	이성
1859	이어지다	相次ぐ、続く、繋がる	Verb	VV	이어지다
1860	이어폰	イヤホン	Noun	NNG	이어폰
1861	이외	以外	Noun	NNG	이외
1862	이용료	利用料	Noun	NNG	이용료
1863	이용자	利用者	Noun	NNG	이용자
1864	이웃	隣、隣の家	Noun	NNG	이웃
1865	이웃집	お隣	Noun	NNG	이웃집
1866	이익	利益	Noun	NNG	이익
1867	이자	利子	Noun	NNG	이자
1868	이전	以前	Noun	NNG	이전
1869	이제야	今やっと	Adverb	MAG	이제야
1870	이하	以下	Noun	NNG	이하
1871	이해력	理解力	Noun	NNG	이해력
1872	이해심	思いやり	Noun	NNG	이해심
1873	이혼	離婚	Noun	NNG	이혼
1874	이후	以後	Noun	NNG	이후
1875	익숙하다	よく知られている、慣れている	Adjective	VA	익숙하다
1876	익히다	煮る、身につける、習う	Adverb	MAG	익히
1877	인간	人間	Noun	NNG	인간
1878	인간관계	人間関係	Noun	NNG	인간관계
1879	인간성	人間性	Noun	NNG	인간
1880	인간적	人間的	Noun	NNG	인간
1881	인류	人類	Noun	NNG	인류
1882	인사말	ご挨拶	Noun	NNG	인사말
1883	인상적	印象的	Noun	NNG	인상
1884	인생	人生	Noun	NNG	인생
1885	인쇄	印刷	Noun	NNG	인쇄
1886	인쇄물	印刷物	Noun	NNG	인쇄물
1887	인스턴트	インスタント	Noun	NNG	인스턴트
1888	인원	人員	Noun	NNG	인원
1889	인정받다	認定されている、認められる	Noun	NNG	인정
1890	인출기	ATM	Noun	NNG	인출기
1891	인턴사원	インターン	Noun	NNG	인턴
1892	인하다	基づく、原因による	Noun	NNG	인하
1893	일기장	日記帳	Noun	NNG	일기장
1894	일단	まず、一旦	Adverb	MAG	일단
1895	일등	一等	Numeral	NR	일
1896	일반	一般	Noun	NNG	일반
1897	일반인	一般人	Noun	NNG	일반인
1898	일반적	一般的	Noun	NNG	일반
1899	일부	一部	Noun	NNG	일부
1900	일부러	わざと、わざわざ	Adverb	MAG	일부러
1901	일상	日常	Noun	NNG	일상
1902	일상적	日常的	Noun	NNG	일상
1903	일생	一生	Noun	NNG	일생
1904	일시	一時	Noun	NNG	일시
1905	일시불	一括払い	Noun	NNG	일시불
1906	일으키다	起こす、興す	Verb	VV	일으키다
1907	일자리	働き口、職場	Noun	NNG	일자리
1908	일정	日程	Noun	NNG	일정
1909	일정하다	一定だ	XR	XR	일정
1910	일출	日の出	Noun	NNG	일출
1911	일회용품	使い捨て	Noun	NNG	일회용품
1912	읽히다	読まれる	Verb	VV	읽히다
1913	임산부	妊婦	Noun	NNG	임산부
1914	임시	臨時	Noun	NNG	임시
1915	임신	妊娠	Noun	NNG	임신
1916	입금	入金	Noun	NNG	입금
1917	입맛	食欲	Noun	NNG	입맛
1918	입술	唇	Noun	NNG	입술
1919	입시	入試、入学試験	Noun	NNG	입시
1920	입장	入場	Noun	NNG	입장
1921	입장권	入場券	Noun	NNG	입장권
1922	입장료	入場料	Noun	NNG	입장료
1923	입학시험	入学試験	Noun	NNG	입학시험
1924	입히다	着せる	Verb	VV	입히다
1925	잇다	繋ぐ、結ぶ、続ける	VV-I	VV-I	잇다
1926	잎	葉	Noun	NNG	잎
1927	자격	資格	Noun	NNG	자격
1928	자격증	資格証	Noun	NNG	자격증
1929	자극적	刺激的	Noun	NNG	자극
1930	자꾸	しきりに	Adverb	MAG	자꾸
1931	자녀	子女	Noun	NNG	자녀
1932	자동	自動	Noun	NNG	자동
1933	자라다	成長する	Verb	VV	자라다
1934	자랑	自慢	Noun	NNG	자랑
1935	자료실	アーカイブ、資料室	Noun	NNG	자료실
1936	자막	字幕	Noun	NNG	자막
1937	자매	姉妹	Noun	NNG	자매
1938	자살	自殺	Noun	NNG	자살
1939	자세하다	詳しい、細かい	Adjective	VA	자세하다
1940	자세히	詳しく	Adverb	MAG	자세히
1941	자식	息子や娘、子息	Noun	NNG	자식
1942	자신감	自信、自信感	Noun	NNG	자신감
1943	자연적	自然的	Noun	NNG	자연
1944	자외선	紫外線	Noun	NNG	자외선
1945	자원	資源	Noun	NNG	자원
1946	자음	子音	Noun	NNG	자음
1947	자존심	自尊心、プライド	Noun	NNG	자존심
1948	자취	自炊	Noun	NNG	자취
1949	자판기	自販機	Noun	NNG	자판기
1950	작가	作家	Noun	NNG	작가
1951	작곡	作曲	Noun	NNG	작곡
1952	작문	作文	Noun	NNG	작문
1953	작사	作詞	Noun	NNG	작사
1954	작아지다	小さくなる	Verb	VV	작아지다
1955	작업	作業	Noun	NNG	작업
1956	작품	作品	Noun	NNG	작품
1957	잔돈	小銭	Noun	NNG	잔돈
1958	잔디	芝生	Noun	NNG	잔디
1959	잔디밭	芝生	Noun	NNG	잔디밭
1960	잔뜩	いっぱい	Adverb	MAG	잔뜩
1961	잔소리	小言	Noun	NNG	잔소리
1962	잔액	残額	Noun	NNG	잔액
1963	잠그다	（鍵を）かける	Verb	VV	잠그다
1964	잠기다	掛かる、浸かる	Verb	VV	잠기다
1965	잠들다	眠る	Verb	VV	잠들다
1966	잠옷	パジャマ、寝間着	Noun	NNG	잠옷
1967	잠자리	トンボ	Noun	NNG	잠자리
1968	잡수다	召し上がる	Verb	VV	잡수다
1969	잡아먹다	捕って食べる	Verb	VV	잡아먹다
1970	잡채	チャプチェ	Noun	NNG	잡채
1971	잡히다	捕まる	Verb	VV	잡히다
1972	장가	男が結婚すること	Noun	NNG	장가
1973	장가가다	(男性が)結婚する	Noun	NNG	장가
1974	장기적	長期的	Noun	NNG	장기
1975	장난	いたずら、わるふざけ	Noun	NNG	장난
1976	장난감	おもちゃ	Noun	NNG	장난감
1977	장난꾸러기	いたずらっ子	Noun	NNG	장난꾸러기
1978	장남	長男	Noun	NNG	장남
1979	장녀	長女	Noun	NNG	장녀
1980	장단점	長所と短所、一長一短、メリットとデメリット	Noun	NNG	장단점
1981	장래	将来	Noun	NNG	장래
1982	장례식	葬式	Noun	NNG	장례식
1983	장례식장	葬儀場	Noun	NNG	장례식장
1984	장바구니	買い物かご	Noun	NNG	장바구니
1985	장사	商売	Noun	NNG	장사
1986	장애	障害	Noun	NNG	장애
1987	장애인	障害者	Noun	NNG	장애인
1988	장학	奨学	Noun	NNG	장학
1989	장학금	奨学金	Noun	NNG	장학금
1990	재발급	再発給	XPN	XPN	재
1991	재산	財産	Noun	NNG	재산
1992	재작년	一昨年	Noun	NNG	재작년
1993	재주	才能、素質	Noun	NNG	재주
1994	재즈	ジャズ	Noun	NNG	재즈
1995	재테크	財テク	Noun	NNG	재테크
1996	재학	在学	Noun	NNP	재학
1997	재해	災害	Noun	NNG	재해
1998	재혼	再婚	Noun	NNG	재혼
1999	재활용	リサイクル	XPN	XPN	재
2000	재활용품	リサイクル用品	XPN	XPN	재
2001	쟤	あの子	Pronoun	NP	쟤
2002	저금	貯金	Noun	NNG	저금
2003	저금통	貯金箱	Noun	NNG	저금통
2004	저렴하다	安い	XR	XR	저렴
2005	저울	秤（はかり）	Noun	NNG	저울
2006	저장	貯蔵、保存	Noun	NNG	저장
2007	저절로	自然に、自ずと	Adverb	MAG	저절로
2008	저축	貯蓄	Noun	NNG	저축
2009	적극적	積極的	Noun	NNG	적극
2010	적금	積み立て、積立預金	Noun	NNG	적금
2011	적당하다	適当だ、丁度良い	XR	XR	적당
2012	적당히	適当に	Adverb	MAG	적당히
2013	적성	適正	Noun	NNG	적성
2014	적어도	少なくとも	Adverb	MAG	적어도
2015	적어지다	少なくなる	Adjective	VA	적다
2016	적응	適応	Noun	NNG	적응
2017	적절하다	適切だ	Adjective	VA	적절하다
2018	전구	電球	Noun	NNG	전구
2019	전국	全国	Noun	NNG	전국
2020	전국적	全国的	Noun	NNG	전국
2021	전기	電気	Noun	NNG	전기
2022	전날	前の日	Noun	NNG	전날
2023	전달	伝達	Noun	NNG	전달
2024	전동차	電車	Noun	NNG	전동차
2025	전등	電灯	Noun	NNG	전등
2026	전망	展望	Noun	NNG	전망
2027	전문가	専門家	Noun	NNG	전문가
2028	전문적	専門的	Noun	NNG	전문
2029	전문점	専門店	Noun	NNG	전문점
2030	전반전	前半戦	Noun	NNG	전반전
2031	전부	全部	Adverb	MAG	전부
2032	전산실	電算室	Noun	NNG	전산실
2033	전세	保証金制度	Noun	NNG	전세
2034	전셋집	借家	Noun	NNG	전셋집
2035	전시	展示	Noun	NNG	전시
2036	전시회	展示会	Noun	NNG	전시회
2037	전원	電源	Noun	NNG	전원
2038	전자	電子	Noun	NNG	전자
2039	전자레인지	電子レンジ	Noun	NNG	전자
2040	전쟁	戦争	Noun	NNG	전쟁
2041	전철	地下鉄、電車	Noun	NNG	전철
2042	전체	全体	Noun	NNG	전체
2043	전체적	全体的	Noun	NNG	전체
2044	전통	伝統	Noun	NNG	전통
2045	전통문화	伝統文化	Noun	NNG	전통문화
2046	전통적	伝統的	Noun	NNG	전통
2047	전화벨	電話のベル	Noun	NNG	전화벨
2048	절대로	絶対に	Adverb	MAG	절대로
2049	절반	半分、折半	Noun	NNG	절반
2050	절약	節約	Noun	NNG	절약
2051	젊은이	若者	Noun	NNG	젊은이
2052	젊음	若さ	Adjective	VA	젊다
2053	점잖다	礼儀正しい、温厚だ	Adjective	VA	점잖다
2054	점점	だんだんと、徐々に	Adverb	MAG	점점
2055	점차	徐々に	Adverb	MAG	점차
2056	접다	折る、畳む	VV-R	VV-R	접다
2057	접수	受付	Noun	NNG	접수
2058	접하다	接する	Verb	VV	접하다
2059	정	情	Noun	NNP	정
2060	정기적	定期的	Noun	NNG	정기
2061	정답	正解	Noun	NNG	정답
2062	정말로	本当に	Adverb	MAG	정말로
2063	정보화	情報化	Noun	NNG	정보
2064	정부	政府	Noun	NNG	정부
2065	정상	正常	Noun	NNG	정상
2066	정상적	正常的	Noun	NNG	정상
2067	정성	誠意、真心	Noun	NNG	정성
2068	정성껏	心をこめて	Adverb	MAG	정성껏
2069	정신	精神	Noun	NNG	정신
2070	정신없다	忙しくて気が抜ける	Noun	NNG	정신
2071	정신없이	我を忘れて、無我夢中で	Adverb	MAG	정신없이
2072	정신적	精神的	Noun	NNG	정신
2073	정의	正義	Noun	NNG	정의
2074	정장	フォーマル服、スーツ	Noun	NNG	정장
2075	정전	停電	Noun	NNG	정전
2076	정지	停止	Noun	NNG	정지
2077	정직하다	正直だ	Noun	NNG	정직
2078	정차	停車	Noun	NNG	정차
2079	정체	正体	Noun	NNG	정체
2080	정치	政治	Noun	NNG	정치
2081	정치가	政治家	Noun	NNG	정치
2082	정치인	政治家	Noun	NNG	정치인
2083	정치학	政治学	Noun	NNG	정치학
2084	정확하다	正確だ	XR	XR	정확
2085	정확히	正確に	Adverb	MAG	정확히
2086	젖다	浸る（ひたる）、ぬれる	Verb	VV	젖다
2087	제공	提供	Noun	NNG	제공
2088	제대로	きちんと、満足に	Adverb	MAG	제대로
2089	제도	制度	Noun	NNG	제도
2090	제때	適時、定時	Determiner	MM	제
2091	제발	どうか、頼むから	Adverb	MAG	제발
2092	제비	くじ、抽選、燕	Noun	NNG	제비
2093	제사	法事、祭祀	Noun	NNG	제사
2094	제시간	定時	Determiner	MM	제
2095	제안	提案	Noun	NNG	제안
2096	제자	弟子	Noun	NNG	제자
2097	제자리	もとの場所、自分の位置	Noun	NNG	제자리
2098	제작	製作	Noun	NNG	제작
2099	제출	提出	Noun	NNG	제출
2100	제품	製品	Noun	NNG	제품
2101	제한	制限	Noun	NNG	제한
2102	조개	貝	Noun	NNG	조개
2103	조건	条件	Noun	NNG	조건
2104	조교	助手	Noun	NNG	조교
2105	조깅	ジョギング	Noun	NNG	조깅
2106	조르다	せがむ、締める	Verb	VV	조르다
2107	조리	調理	Noun	NNG	조리
2108	조리법	調理法	Noun	NNG	조리법
2109	조림	煮つけ、煮物	Noun	NNG	조림
2110	조만간	遅かれ早かれ	Adverb	MAG	조만간
2111	조명	照明	Noun	NNG	조명
2112	조미료	調味料	Noun	NNG	조미료
2113	조상	先祖	Noun	NNG	조상
2114	조심	用心すること	Noun	NNG	조심
2115	조절	調節	Noun	NNG	조절
2116	족발	豚足	Noun	NNG	족발
2117	존경	尊敬	Noun	NNG	존경
2118	졸다	居眠りする	Verb	VV	졸다
2119	졸리다	眠い	Verb	VV	졸리다
2120	졸업식	卒業式	Noun	NNG	졸업식
2121	졸음	眠気	Noun	NNG	졸음
2122	좀처럼	なかなか～しない	Adverb	MAG	좀처럼
2123	좁히다	狭める	Verb	VV	좁히다
2124	종교	宗教	Noun	NNG	종교
2125	종이컵	紙コップ	Noun	NNG	종이컵
2126	종종	ときどき、しばしば	Adverb	MAG	종종
2127	종합	総合	Noun	NNG	종합
2128	좌석	座席	Noun	NNG	좌석
2129	좌우	左右	Noun	NNG	좌우
2130	좌회전	左折	Noun	NNG	좌회전
2131	주거	住居	Noun	NNG	주거
2132	주고받다	やり取りする	VV-R	VV-R	주고받다
2133	주년	～周年	Noun	NNB	주년
2134	주름	しわ	Noun	NNG	주름
2135	주먹	こぶし、げんこつ	Noun	NNG	주먹
2136	주문서	注文書	Noun	NNG	주문서
2137	주민	住民	Noun	NNG	주민
2138	주방	厨房、キッチン	Noun	NNG	주방
2139	주식회사	株式会社	Noun	NNG	주식회사
2140	주어지다	与えられる	Verb	VV	주어지다
2141	주유소	ガソリンスタンド、給油所	Noun	NNG	주유소
2142	주의	注意	Noun	NNG	주의
2143	주인공	主人公	Noun	NNG	주인공
2144	주장	主張	Noun	NNG	주장
2145	주제	主題、テーマ	Noun	NNG	주제
2146	주택	住宅	Noun	NNG	주택
2147	주택가	住宅街	Noun	NNG	주택가
2148	죽음	死	Noun	NNG	죽음
2149	죽이다	殺す、かっこいい、すごい	Noun	NNG	죽
2150	준비물	持ち物	Noun	NNG	준비물
2151	줄거리	ストーリー、あらすじ	Noun	NNG	줄거리
2152	줄무늬	縞模様(しまもよう)	Noun	NNG	줄무늬
2153	줄어들다	減る	Verb	VV	줄어들다
2154	줄이다	減らす、縮める	Noun	NNG	줄
2155	줍다	拾う	VV-I	VV-I	줍다
2156	중간	中間	Noun	NNG	중간
2157	중개소	仲介所	Noun	NNG	중개소
2158	중고	中古	Noun	NNG	중
2159	중고차	中古車	Noun	NNG	중고차
2160	중고품	中古品	Noun	NNG	중고품
2161	중급	中級	Noun	NNG	중급
2162	중단	中断	Noun	NNG	중단
2163	중부	中部	Noun	NNG	중부
2164	중소기업	中小企業	Noun	NNG	중소기업
2165	중심지	中心地	Noun	NNG	중심지
2166	중앙	中央	Noun	NNG	중앙
2167	중요성	重要性	Noun	NNG	중요
2168	쥐	ネズミ	Noun	NNG	쥐
2169	즉	すなわち、つまり	Adverb	MAG	즉
2170	즐거움	楽しみ	VA-I	VA-I	즐겁다
2171	증가	増加	Noun	NNG	증가
2172	증명서	証明書	Noun	NNG	증명서
2173	증상	症状	Noun	NNG	증상
2174	지겹다	うんざりする、飽きる	VA-I	VA-I	지겹다
2175	지구	地球	Noun	NNG	지구
2176	지나가다	通り過ぎる	Verb	VV	지나가다
2177	지나치다	度が過ぎる	Adjective	VA	지나치다
2178	지난해	去年	Noun	NNG	지난해
2179	지루하다	飽き飽きする	Adjective	VA	지루하다
2180	지붕	屋根	Noun	NNG	지붕
2181	지식	知識	Noun	NNG	지식
2182	지역	地域	Noun	NNG	지역
2183	지옥	地獄	Noun	NNG	지옥
2184	지우다	なくす、消す、落とす	Verb	VV	지우다
2185	지원	サポート	Noun	NNG	지원
2186	지원자	支援者	Noun	NNG	지원자
2187	지위	地位	Noun	NNG	지위
2188	지저분하다	汚らしい、散らかっている	XR	XR	지저분
2189	지점	地点、支店	Noun	NNG	지점
2190	지진	地震	Noun	NNG	지진
2191	지출	支出	Noun	NNG	지출
2192	지치다	疲れる、くたびれる	Verb	VV	지치다
2193	지켜보다	見守る、世話する	Verb	VV	지켜보다
2194	지퍼	ファスナー	Noun	NNG	지퍼
2195	지휘자	指揮者	Noun	NNG	지휘자
2196	직선	直線	Noun	NNG	직선
2197	직장인	会社員	Noun	NNG	직장인
2198	직접적	直接的	Noun	NNG	직접
2199	직진	ストレート	Noun	NNG	직진
2200	직후	直後	Noun	NNG	직후
2201	진실	真実	Noun	NNG	진실
2202	진심	真心、本気	Noun	NNG	진심
2203	진짜	本当、マジ	Adverb	MAG	진짜
2204	진찰	診察	Noun	NNG	진찰
2205	진통제	鎮痛剤	Noun	NNG	진통제
2206	진하다	濃い	Adjective	VA	진하다
2207	진학	進学	Noun	NNG	진학
2208	진행	進行	Noun	NNG	진행
2209	진행자	司会者	Noun	NNG	진행자
2210	질병	疾病	Noun	NNG	질병
2211	질서	秩序	Noun	NNG	질서
2212	질투	嫉妬	Noun	NNG	질투
2213	질환	疾患	Noun	NNG	질환
2214	짐승	獣	Noun	NNG	짐승
2215	집값	住宅価格	Noun	NNG	집값
2216	집다	つかむ	Noun	NNG	집
2217	집들이	引っ越しパーティー	Noun	NNG	집
2218	집세	家賃	Noun	NNG	집세
2219	집안	家柄	Noun	NNG	집안
2220	집안일	家事	Noun	NNG	집안일
2221	집주인	大家	Noun	NNG	집주인
2222	집중	集中	Noun	NNG	집중
2223	집중력	集中力	Noun	NNG	집중력
2224	짙다	濃い、深い	Adjective	VA	짙다
2225	짜증	イライラ	Noun	NNG	짜증
2226	짝	片方、ペア	Noun	NNG	짝
2227	짝사랑	片思い	Noun	NNG	짝사랑
2228	짝수	偶数	Noun	NNG	짝수
2229	쫓기다	追われる	Verb	VV	쫓기다
2230	쫓다	追う	Verb	VV	쫓다
2231	쫓아내다	追い出す	Verb	VV	쫓아내다
2232	쫓아다니다	追い回す	Verb	VV	쫓아다니다
2233	쭉	ずらりと、ずっと	Adverb	MAG	쭉
2234	찌다	（肉が）つく、太る	Verb	VV	찌다
2235	찜질	チムジル、温療法	Noun	NNG	찜
2236	찜통더위	蒸し暑さ	Noun	NNG	찜통더위
2237	찢다	破る、裂く	Verb	VV	찢다
2238	찢어지다	破れる	Verb	VV	찢어지다
2239	차라리	むしろ	Adverb	MAG	차라리
2240	차례	順序、順番	Noun	NNG	차례
2241	차분하다	物静かだ	Adjective	VA	차분하다
2242	차이	差	Noun	NNG	차이
2243	차이점	違い、異なる点、差異点	Noun	NNG	차이점
2244	착각	錯覚、勘違い	Noun	NNG	착각
2245	찬물	おひや	Noun	NNG	찬물
2246	찬성	賛成	Noun	NNG	찬성
2247	참가	参加	Noun	NNG	참가
2248	참고	参考	Noun	NNG	참고
2249	참기름	ゴマ油	Noun	NNG	참기름
2250	참다	こらえる、我慢する	Adverb	MAG	참
2251	참석	参席、参加	Noun	NNG	참석
2252	참여	参与、立ち合い	Noun	NNG	참여
2253	참치	マグロ	Noun	NNG	참치
2254	찻집	お茶屋、喫茶店	Noun	NNG	찻집
2255	창	窓	Noun	NNG	창
2256	창피	恥	Noun	NNG	창피
2257	찾아내다	探し出す	Verb	VV	찾아내다
2258	찾아다니다	探し回る	Verb	VV	찾아다니다
2259	찾아보다	調べる、探してみる	Verb	VV	찾아보다
2260	채널	チャンネル	Noun	NNG	채널
2261	채식	菜食	Noun	NNG	채식
2262	채식주의자	菜食主義者、ベジタリアン	Noun	NNG	채식주의자
2263	채용	採用	Noun	NNG	채용
2264	채우다	補う	Verb	VV	채우다
2265	채팅	チャット	Noun	NNG	채팅
2266	책임지다	責任を負う	Verb	VV	책임지다
2267	챙기다	取りまとめる、用意する	Verb	VV	챙기다
2268	처녀	処女	Noun	NNG	처녀
2269	처리	処理	Noun	NNG	처리
2270	처방	処方	Noun	NNG	처방
2271	처방전	処方箋	Noun	NNG	처방전
2272	천국	天国	Noun	NNG	천국
2273	천사	天使	Noun	NNG	천사
2274	천장	天井	Noun	NNG	천장
2275	천재	天才、天災	Noun	NNG	천재
2276	철학	哲学	Noun	NNG	철학
2277	첫날	初日	Determiner	MM	첫
2278	첫눈	初雪	Noun	NNG	첫눈
2279	첫사랑	初恋	Noun	NNG	첫사랑
2280	첫인상	第一印象	Noun	NNG	첫인상
2281	청구서	請求書	Noun	NNG	청구서
2282	청년	青年	Noun	NNG	청년
2283	청소년	青少年	Noun	NNG	청소년
2284	청첩장	招待状	Noun	NNG	청첩장
2285	청혼	プロポーズ	Noun	NNG	청혼
2286	체격	体格	Noun	NNG	체격
2287	체온	体温	Noun	NNG	체온
2288	체육	体育	Noun	NNG	체육
2289	체육관	体育館	Noun	NNG	체육관
2290	체조	体操	Noun	NNG	체조
2291	체중	体重	Noun	NNG	체중
2292	체험	体験	Noun	NNG	체험
2293	쳐다보다	見上げる、見つめる、眺める	Verb	VV	쳐다보다
2294	초급	初級	Noun	NNG	초급
2295	초기	初期	Noun	NNG	초기
2296	초대장	招待状	Noun	NNG	초대장
2297	초보자	初心者	Noun	NNG	초보자
2298	초청장	招待状	Noun	NNG	초청장
2299	총	銃	Noun	NNG	총
2300	총무과	総務課	Noun	NNG	총무과
2301	촬영장	撮影所	Noun	NNG	촬영장
2302	촬영지	撮影地	Noun	NNG	촬영지
2303	최근	最近	Noun	NNG	최근
2304	최대	最大	Noun	NNG	최대
2305	최선	最善	Noun	NNG	최선
2306	최신	最新	Noun	NNG	최신
2307	최저	最低	Noun	NNG	최저
2308	최종	最終	Noun	NNG	최종
2309	최초	最初	Noun	NNG	최초
2310	최후	最後	Noun	NNG	최후
2311	추가	追加	Noun	NNG	추가
2312	추위	寒さ	Noun	NNG	추위
2313	추천	推薦	Noun	NNG	추천
2314	추천서	推薦状	Noun	NNG	추천서
2315	추첨	抽選	Noun	NNG	추첨
2316	추측	推測	Noun	NNG	추측
2317	출국	出国	Noun	NNG	출국
2318	출근길	出勤途中、出勤時	Noun	NNG	출근길
2319	출력	出力	Noun	NNG	출력
2320	출산	出産	Noun	NNG	출산
2321	출산율	出産率	Noun	NNG	출산
2322	출생	出生	Noun	NNG	출생
2323	출석	出席	Noun	NNG	출석
2324	출신	出身	Noun	NNG	출신
2325	출입	出入り	Noun	NNG	출입
2326	출입국	出入国	Noun	NNG	출입국
2327	출퇴근	出勤と退社	Noun	NNG	출퇴근
2328	출판사	出版社	Noun	NNG	출판사
2329	충격	衝撃	Noun	NNG	충격
2330	충고	忠告	Noun	NNG	충고
2331	충돌	衝突	Noun	NNG	충돌
2332	충분하다	十分だ	Adjective	VA	충분하다
2333	충분히	十分に	Adverb	MAG	충분히
2334	취업	就職	Noun	NNG	취업
2335	취업난	就職難	Noun	NNG	취업난
2336	취침	就寝	Noun	NNG	취침
2337	취하다	酔う	Verb	VV	취하다
2338	측	側	Noun	NNB	측
2339	치료제	治療薬	Noun	NNG	치료제
2340	치수	寸法	Noun	NNG	치수
2341	치우다	片づける、掃除する	Verb	VV	치우다
2342	치즈	チーズ	Noun	NNG	치즈
2343	친어머니	実母、実の母	XPN	XPN	친
2344	친환경	環境に優しい	XPN	XPN	친
2345	침	つば	Noun	NNG	침
2346	침실	寝室	Noun	NNG	침실
